;Título;info;Contenido;Etiqueta
266;Junior no quiere sorpresas en casa contra el América;El partido se disputará a partir de las 5:15 p. m., transmisión de RCN televisión.;"Una victoria que le permita asegurar su presencia en los cuadrangulares semifinales de la Liga Águila buscará Junior mañana en el estadio Metropolitano Roberto Meléndez frente al América de Cali. El partido comenzará a las 5:15 p. m. y será transmitido por el canal RCN. La escuadra rojiblanca, que es dirigida por Julio Comesaña, tras perder en la fecha pasada de la Liga Águila 1-0 como visitante frente a Nacional, se encuentra en la sexta casilla de la tabla de posiciones con 28 puntos después de 16 fechas. América de Cali, con Fernando ‘Pecoso’ Castro como entrenador y ninguna figura en su plantel, está lejos de sus mejores tiempos. Ocupa el puesto 12 con 20 puntos. Ha sumado en Liga 5 triunfos, 6 derrotas y 5 empates. En cuanto a Junior, cabe anotar que el conjunto barranquillero llega al compromiso teniendo como antecedente más cercano el resultado conseguido el jueves pasado frente a Defensa y Justicia de Argentina, equipo al que venció 2-0 en el partido de ida por los cuartos de final de la Copa Sudamericana. “Creo que el equipo está teniendo un carácter fuerte para sobreponerse a la adversidad y eso lo hemos demostrado”, resaltó Julio Comesaña después de la victoria en el certamen continental. Entre las novedades de Junior frente al América, por ahora está claro que el plantel contará con el volante creativo Jarlan Barrera, quien aún deberá pagar una fecha de sanción por haber salido expulsado en la Copa Sudamericana y por ende no estará en la lista que viajará a Argentina para enfrentar el partido del jueves 1 de noviembre. También es claro que como lateral zurdo jugará Germán Gutiérrez, teniendo en cuenta que Gabriel Fuentes vio la tarjeta roja ante Nacional en Medellín. Junior confirmó que mañana los niños entrarán gratis al Metropolitano y estará como invitada la Reina del Carnaval. América de Cali sabe que está atravesando por una cuerda muy delgada y una caída este domingo con el Junior lo deja sin ninguna posibilidad matemática de seguir aspirando a entrar en el listado de los ocho que disputarán los cuartos de final de la Liga II-2018. Pero los rojos no solo dependen de ganar su partido para continuar con el respirador artificial, sino que equipos como Nacional, Rionegro Águilas, Millonarios Cali y Santa Fe no sumen los tres puntos en cada uno de sus respectivos compromisos. En la formación titular del ‘Pecoso’ Castro no estará el lateral derecho Jonathan Pérez (por acumulación de amarillas), quien será sustituido por el juvenil Cristian Hinestroza, que jugó 39 minutos en el clásico vallecaucano ante la lesión de Héctor Quiñones; mientras que Alejandro Bernal regresa a la contención del mediocampo. “Vamos a terminar con mucha responsabilidad, a terminar bien, no tengo ninguna queja del plantel, estoy impresionado con su actitud; infortunadamente los resultados no se nos han dado. Independientemente de estar en la Suramericana, Junior tiene dos equipos y sé que Julio no va a querer perder su invicto y el partido de campeonato, la responsabilidad es toda de nosotros, hay que jugar muy inteligente y sabemos que son tres puntos definitivos para nosotros ”, afirmó el entrenador escarlata. La última vez que América enfrentó al Junior en Barranquilla fue el 3 de diciembre del año pasado, cuando consiguió un empate 2-2 y con una gran reacción lo eliminó en el propio Metropolitano en la tanda de penales (2-4), en cuartos de final de la Liga II. Ese día anotaron por el local Teófilo Gutiérrez y Germán Gutiérrez, en tanto que por la visita lo hicieron Juan Camilo Angulo (tiro libre) y Éder Castañeda (de cabeza). Junior: Sebastián Viera; Marlon Piedrahita, Rafael Pérez, Jonathan Ávila, Germán Gutiérrez; Víctor Cantillo, Leonardo Pico, Sebastián Hernández, Jarlan Barrera, Teófilo Gitérrez y Daniel Moreno. D.T.: Julio Comesaña. América: Carlos Bejarano; Cristian Hinestroza, Pedro Franco, Diego Herner, Pablo Armero; Jonny Mosquera, Avimiled Rivas, Alejandro Bernal, Cristian Dájome, Yesus Cabrera; y Fernando Aristeguieta. D.T.: Fernando Castro. WILHELM GARAVITO Redactor ADN Barranquilla MARCO ANTONIO GARCÉS Para EL TIEMPO Cali En twitter: @marquitosgarces ";deportes
267;Medellín, a seguir por el camino de la victoria, visita a Leones;El equipo de Rescalvo viene de derrotar a La Equidad. Los de Itagüí vienen de empatar con Chicó.;Deportivo Independiente Medellín visita a Leones Fútbol Club este lunes desde las 3:15 ;deportes
268;Invicto de Águilas será puesto a prueba por el Medellín;El encuentro antioqueño se disputará en el estadio Atanasio Girardot a partir de las 4 p. m.;Independiente Medellín enfrentará a Rionegro Águilas en el Atanasio Girardot a las 4:00 ;deportes
269;El superclásico Millonarios - Nacional abre la pretemporada;El juego amistoso será, este viernes, en el estadio El Campín, a las 7:30 de la noche.;"Son muchas más las dudas que las certezas hoy en Millonarios y Nacional. Los azules perdieron a su goleador (Ayron del Valle) y al capitán (Andrés Cadavid) en los últimos días; y los verdes no podrán contar más con la figura del año pasado, Jorman Campuzano, que se va para Boca Juniors, y además siguen con la incertidumbre de si podrán o no contratar jugadores para el 2019. Con esa perspectiva, Millonarios y Nacional se enfrentan este viernes en el primer partido de la pretemporada, en El Campín, a las 7:30 p. m., y le darán apertura al Torneo Fox Sports, en el que también participarán Santa Fe y América. La única gran novedad de Millos para este partido es la titularidad, confirmada por el técnico Jorge Luis Pinto, de Luis Payares, reciente contratación del club que reemplazará al ya excapitán Andrés Cadavid en la zaga. Payares llega del Tolima, equipo con el que salió campeón en el primer semestre del año pasado. En la Liga-II fue titular en 13 ocasiones e hizo un gol. El central, de 28 años, también fue pieza vital en el 2015 para el ascenso del Bucaramanga, y la velocidad y su fortaleza en los cierres son su principal carta para ganarse un lugar en la titular de Millonarios. “Siempre que hablan de Millonarios sabemos que es un club grande, así que no dudé en venir: se sabe las cualidades que como club y como equipo tiene y uno siempre aspira a grandes cosas”, dijo Payares. El resto de la nómina de Millonarios, menos el delantero Ayron del Valle que se irá al Querétaro de México, sigue siendo la misma que jugó el año pasado y sufrió cinco eliminaciones. El otro refuerzo confirmado de Millonarios es Felipe Jaramillo, volante de marca proveniente de Leones que llega a cubrir la ida de Henry Rojas. No fue confirmado para ser titular. Se ha hablado de que solo falta la oficialización de Juan David Pérez, extremo, de 27 años, que llega del fútbol mexicano. Y se está buscando un delantero y un defensa central para suplir las bajas de Cadavid y Del Valle. El DT Jorge Luis Pinto ya puede contar con John Duque y Santiago Montoya, dos jugadores que deben ser claves y que se perdieron gran parte del 2018 por lesiones. Del lado de Nacional, las caras nuevas son los que regresan: Brayan Rovira (de Bucaramanga), Sebastián Gómez (de Leones), Nicolás Hernández y Jean Lucas Rivera (de Real Santander), mientras espera una media provisional del TAS para contratar nuevos jugadores. DEPORTES ";deportes
270;Millos, a cerrar su clasificación contra Patriotas en El Campín;El equipo bogotano es cuarto con 29 puntos en 18 fechas. El partido es este sábado, a las 7:45 p. m.;"Ya se está volviendo costumbre en Millonarios que Henry Rojas sea el jugador más destacado en cada partido. Y lo ha sido no solo porque en los últimos tres juegos ha anotado gol –les marcó a Once Caldas, a Cortuluá y a Tigres–, sino porque se ha convertido en el motor del mediocampo embajador. El pasado fin de semana, Rojas hizo una pintura. Anotó un golazo de tiro libre que sirvió, además, para sellar la victoria del equipo azul en un partido que tenía enredado. Con esa victoria, en la que participó Rojas, Millonarios quedó prácticamente clasificado a los cuartos de final, aunque deberá ratificarlo este sábado cuando recibe en El Campín a Patriotas. Rojas, de 29 años, ha sido un jugador de bajo perfil en el fútbol colombiano y en Millonarios. En su carrera ha pasado por Nacional, Huila, Once Caldas y Junior, e incluso estuvo en el fútbol de Bulgaria en el club Litex Lovech, donde solo estuvo seis meses antes de ser fichado por Millos, en diciembre del 2015. Durante todo el 2016 fue un jugador intermitente, que no logró ganarse un puesto fijo de titular ni con el DT Rubén Israel ni luego con Diego Cocca, y que tenía poco gol. Pero este año las cosas han sido diferentes: convenció con su juego al DT Miguel Ángel Russo, se ganó un lugar en el equipo titular y ha jugado 15 de los 18 partidos de la temporada en la Liga. Ha aportado cuatro asistencias y lleva tres goles. Por eso su influencia y su importancia. “Todo ha sido de trabajo, de adaptación, con un cuerpo técnico que me ha encontrado una posición en la que me siento bien y eso es lo que se ha destacado en el semestre, pero es un trabajo de todos”, dijo hace poco el volante al programa ‘Azul Radio’. Y es que Rojas se refiere a la posición de volante de primera línea, donde se le ha visto con mayor trascendencia, acompañando al volante de marca. Él ha aportado dinámica en esa zona, sacrificio en la recuperación del balón y salida limpia con juego asociado y llegando en libertad a zona de remate: ha pateado 23 veces este año, 9 de ellas al arco. Desde fuera del área ha anotado los tres goles que lleva en el campeonato. Sus pases también son efectivos, de los 745 que ha hecho, ha tenido una precisión de 82,8 por ciento. En todo el año, Henry Rojas solo ha tenido un lunar y fue cuando lo expulsaron en el clásico contra Santa Fe; le dieron dos fechas de suspensión. Pero no es un jugador que pegue mucho; de hecho, solo tiene una tarjeta amarilla. Y de regreso a la titular, después de la sanción, no ha vuelto a salir y cada vez es más importante en Millonarios, defendiendo y atacando: es el motor del equipo. Después de la eliminación a manos de Atlético Nacional en el estadio La Independencia de Tunja en la fecha anterior, Patriotas pasó de ser opcionado a estar en los cuartos de final, a ser ‘un juez’ en el torneo. La escuadra que orienta el estratega Diego Corredor no quiere terminar el campeonato con una derrota, el objetivo es seguir sumando puntos para la reclasificación . “El partido contra Millonarios será muy importante para nosotros y no debemos dejar de pensar en conquistar los tres puntos en disputa, ya que al final esas unidades son las que se sumarán para la reclasificación y para el descenso en el futuro , entonces tenemos que seguir luchando”, aseguró Diego Corredor, técnico de Patriotas. Como están las cosas en la clasificación del todos contra todos del Torneo Apertura 2017, las miradas de varios equipos en el país, que luchan por uno de los cinco cupos que quedan pendientes, estarán puestas en el cuadro de Boyacá, pues una victoria suya dejaría al equipo capitalino en riesgo de no clasificar y le daría algunas esperanzas a otras escuadras de alcanzar el tiquete a los cuartos de final de la Liga Águila. “Vamos a disputar este compromiso con la misma actitud e intensidad con la que hemos disputado los últimos juegos, pues para nosotros es necesario corregir los errores que hemos cometido y fortalecer la definición , ya que viene un duelo bastante importante para nosotros contra Everton de Chile en el partido de vuelta de la Copa Suramericana”, agregó Corredor. Patriotas no contará con la presencia del defensor central Danilo Arboleda por acumulación de tarjetas amarillas. Los boyacenses se encuentran en la casilla 11 del torneo con 21 unidades. Este será la sexta ocasión que se encuentren estas dos escuadras en la máxima categoría en El Campín, donde Millonarios suma una gran superioridad con cuatro victorias por una derrota 0-1, la cual sufrió el pasado 27 de mayo de 2012 con anotación del delantero paraguayo Marcos Lazaga en el minuto 68. Millonarios: Nicolás Vikonis; Jair Palacios, Pedro Franco, Andrés Cadavid, Déiver Machado; Henry Rojas, Juan Domínguez, Hárold Mosquera, Macalister Silva; Ayron del Valle, Dúvier Riascos. D. T. (e): Guillermo Cinquietti Patriotas Boyacá: Álvaro Villete; Jesús Murillo, César Mena, Óscar Cabezas, Nicolás Carreño; Raúl Loaiza, Larry Vásquez; Uvaldo Luna, Omar Vásquez yMauricio Gómez; Edis Ibargüen. D.T.: Diego Corredor. ";deportes
271;Once Caldas se juega la permanencia en la A, arranca contra Jaguares;Desde las 6 p.m. de este sábado, el equipo de Manizales arranca la temporada cerca al descenso.;"El arranque de la Liga le significará al Once Caldas un verdadero reto, pues iniciará la temporada 2018, con el fantasma de la B a sus espaldas. El conjunto de Manizales empieza el año con 93 puntos, solo tres de ventaja con respecto a Huila y a los ascendidos Boyacá Chicó y Leones , contexto exigente para el ‘blanco’, en procura de mantener la categoría. Los ‘albos’, igualmente deberán luchar con el también amenazado Alianza Petrolera, que comparte el mismo promedio del club caldense; como se exponen las cosas, los orientados por Hubert Bodher necesitan superar sus dificultades administrativas y su desorden deportivo, escenarios que de no mejorar pondrían a un tercer equipo del eje cafetero en la segunda división del fútbol profesional colombiano, infierno vivido por Pereira y Quindío. El entrenador cartagenero será el responsable de devolverle la ilusión al onceno manizaleño y su primer objetivo es sumar una victoria contra Jaguares de Córdoba, su antiguo plantel, elenco del que salió como el técnico revelación del 2017, carta de presentación por la cual fue contratado por ‘blanco-blanco’. “ Jaguares es un rival como me hubiese tocado cualquier otro, que asterisco tiene este, que lo conozco. Yo visualizo una gran victoria, fácil no va a hacer y sé que al final va a ser duro, nos va tocar pelearla hasta el último minuto, pero visualizo una victoria en este Once Caldas”, dijo Bodhert. En procura de sostenerse en la A, el Caldas ha confirmado 11 contrataciones, sin embargo, se ´conserva la columna vertebral del grupo de jugadores, quienes deberán adaptarse a la idea futbolística del nuevo orientador y de paso darle apoyo y confianza a los nuevos compañeros. “Nosotros indudablemente debemos mostrar mucho compromiso, mucha entrega y será uno de los objetivos de poner nuevamente a la institución en los lugares o los sitiales que se merece”, comentó el arquero José Fernando Cuadrado. El ambiente que vive el grupo de deportista es el mejor, incluso quieren debutar lo antes posible frente a los ‘felinos’. “Nosotros lo que estamos llegando vamos acoplándonos a lo que es la institución a lo que es los muchachos que vienen de años atrás, a la idea del cuerpo técnico, pero vamos mostrando cosas importantes”, manifestó el volante Mauricio Restrepo, proveniente de Equidad. Jaguares quiere debutar con triunfo en la Liga colombiana I-2018, y lo pretende hacer contra Once Caldas, al que enfrentará este sábado a partir de las 6:00 de la tarde en el estadio Palogrande, de Manizales. Con la llegada de los seis nuevos refuerzos y la base que viene del año pasado, el conjunto cordobés sale con la firme intención de superar lo hecho en 2017 y porqué no ir mucho más lejos. "" Jaguares es un equipo que ha logrado una diferencia deportiva importante y el hecho que quiera contar con mi trabajo me llena las expectativas, esto quiere decir que vengo con todo a aportar mi experiencia. Por tener una participación internacional se hace atractivo el equipo. En este debut queremos empezar con el pie derecho, sin desconocer lo difícil que es el rival"", dijo Nelson Ramos, uno de los refuerzos del equipo. El cancerbero de 35 años agregó que se siente a gusto con el equipo y con la afición porque le han dado un buen trato, "" Los jugadores que llegaron tienen las condiciones para aportarle al equipo y también para atender las exigencias del técnico "", indicó. Para encarar este partido ante Once Caldas, el técnico José Manuel 'Willi' Rodríguez pretende darle comienzo en la titular a tres de los seis jugadores que han llegado para esta temporada. Ellos serían el arquero Nelson Ramos, el volante Danilson Córdoba y el delantero Leiner Escalante. La primera línea de juego no tendrá variantes. si se tiene en cuenta la que estuvo interviniendo en el cuadrangular amistoso Bolívar Sí Avanza, que se cumplió en suelo bolivarense y en el que el club felino se ubicó tercero, detrás de Junior, Medellín y por delante de Real Cartagena. Once Caldas: José Fernando Cuadrado; Yonni Hinestroza, Miguel Nazarit, Geisson Perea y David Gómez; Mauricio Restrepo y Faber Cañaveral, Sergio López, Yesus Cabrera y Luis Sinisterra; Edder Farías. D.T.: Hubert Bodhert. Jaguares: Nelson Ramos, Juan Zuluaga, Ramón Córdoba, Leonardo Escorcia, Elvis González; Alexis Henríquez, Danilson Córdoba; Pablo Rojas, Juan Mezú, Leiner Escalante y Éder Steer. D.T.: José Manuel Willi Rodríguez. Ramón Andrés Salazar Vallejo Para EL TIEMPO Manizales En Twitter: @RAMONANDRESSAVA Gudilfredo Avendaño Méndez Para EL TIEMPO Montería ";deportes
272;Once Caldas y Rionegro Águilas cerrarán la novena fecha de la Liga;Los caldenses anuncian tres cambios en su nómina titular para recibir a los antioqueños.;"Once Caldas perdió dos partidos en la Liga, precisamente el último fue en la fecha pasada contra Deportivo Cali, contexto que lo llevó a cederle el liderato a Nacional, luego de que el paisa venciera 2-0 a Pasto, en la noche del sábado. El conjunto manizaleño hace una buena campaña, incluso, en su casa se mantiene invicto con números perfectos y espera recuperar la punta de la tabla este lunes festivo, cuando reciba a Rionegro Águilas, en el estadio Palogrande, a las 7:30 de la noche. La necesidad de los caldenses es sumar en cada compromiso, porqué le huyen al descenso, realidad afrontada por el técnico Hubert Bodhert, quien le ha devuelto la esperanza a los cafeteros de ser protagonista en el campeonato colombiano, pese a algunas falencias deportivas. “Nosotros seguimos en un proceso de construcción, donde queremos ver un equipo más ordenado, equilibrado y que vuelva con esa solidez en la zona defensiva y mantener la eficacia en la parte ofensiva”, dijo Bodhert. Los caldenses pierden al defensa Miguel Nazarit, expulsado ante el vallecaucano, así se le da un cupo en la titular al nacido en Puerto Carreño de 18 años, Sebastián Palma, futbolista seguro en el fútbol aéreo, una de las falencias del ‘blanco’. “ Estoy esperando la oportunidad, me encuentro tranquilo y a la expectativa de lo que diga el entrenador. Somos contundentes, amigos dentro de la cancha y nos tenemos el respaldo del uno del otro”, comentó Palma. Tras el ingreso de Palma, Geisson Perea cambia de perfil y será el central de pierna derecha, posición desde la cual respaldará al juvenil carreñense. El lateral zurdo, David Gómez, recuperado de una lesión, reemplazará al cuestionado Andrés Felipe Álvarez, y se confirma la presencia de Johan Carbonero; el frente de ataque seguirá comandado por el goleador venezolano, Édder Farías. Once Caldas registra 16 puntos en el rentado. A pesar de que no ganaron en su estadio, los dirigidos por el técnico Hernán Torres mostraron buen fútbol y mejoría frente a Junior. “El equipo de nosotros tiene grandes jugadores que tienen hambre de ganar y de hacer las cosas bien. Vamos a tratar de marcar la diferencia para poder sacar los tres puntos”, manifestó Humberto Osorio, goleador de Rionegro con tres anotaciones. Dijo también que Once Caldas tiene un excelente ataque, con jugadores que tocan y llegan con pases a la línea de fondo. Para el asistente técnico Carlos Salazar el nivel que ha mostrado el equipo últimamente los ha dejado satisfechos y con la confianza para cumplir con las metas que se plantearon al principio del semestre. “Venimos mostrando un buen nivel futbolístico. Lo importante es mantener este horizonte para que los objetivos que nos planteamos, que es jugar los cuadrangulares finales, se puedan cumplir”, finalizó. La principal novedad en el onceno titular será la presencia de Juan Pablo Otálvaro en lugar de Yilton Díaz, quien en la fecha anterior tuvo que abandonar el partido, recién comenzado el primer tiempo, por un desgarro isquiotibial. Once Caldas: José Fernando Cuadrado; Yonni Hinestroza, Geisson Perea, Sebastián Palma y David Gómez; Mauricio Restrepo; Luis Sinisterra, Yesus Cabrera, Sergio López y Johan Carbonero; Édder Farías. D.T.: Hubert Bodhert. Rionegro Águilas: Roque Cardozo; Fabián Viáfara, Johnny Acosta, Hanyer Mosquera y Luis Mosquera; Camilo Ayala, Francisco Rodríguez, Fredy Hinestroza y Juan Pablo Otálvaro; Luis Hurtado y Humberto Osorio. DT: Hernán Torres. Ramón Andrés Salazar Vallejo Para EL TIEMPO Manizales En Twitter: @RAMONANDRESSAVA Esteban Torres Arbeláez Para El Tiempo Rionegro ";deportes
273;Pasto y Huila luchan por salir del fondo de la Liga;Además, ambos equipos buscan sumar pensando en alejarse de la tabla del descenso.;"Con el “Jesús en la boca”, los aficionados y seguidores del Deportivo Pasto, esperan que este lunes en la noche, “lunes de zapatero”, logre el triunfo definitivo para conservar la categoría en la Primera “A” del fútbol profesional colombiano y esperar la terminación de un año nefasto, dados los malos resultados conseguidos desde el segundo semestre del 2017, que obligaron al comité ejecutivo a cancelar el contrato del cuerpo técnico en cabeza de Hernán Alberto Lisi, quien solo cuando estuvo al frente del Deportivo Pereira tuvo una gran campaña y no bien recordada la de Once Caldas y ahora del onceno nariñense. Para afrontar lo que resta del campeonato, Jairo Enríquez Holguín, fue encargado quien en la actualidad es el responsable del onceno femenino y quien en el 2000 también le entregaron el equipo cuando se presenta una crisis similar, coincidencialmente también faltaban cuatro fechas y le tocó asumir la responsabilidad, en reemplazo de Félix Valverde Quiñonez. Esta vez estará acompañado por el exjugador René Rosero como el asistente técnico y Ferney Belalcazar el encargado de la preparación física. Gilberto García, quien sigue en el proceso de recuperación total, ha manifestado que: “no hemos estado a la altura de lo que significa estar en Deportivo Pasto. Hemos sido los encargados de que el hincha no nos acompañe, pero somos también los encargados de cambiar la imagen”, palabras que han caído en lo más entrañable del corazón de los aficionados, agregando el buen defensa su deseo de continuar en el equipo, esperando una buena negociación con Atlético Nacional, dueño de sus derechos y quien posiblemente estaría regresando a la cancha el lunes contra Atlético Huila. Por su parte Carlos Giraldo, el capitán, envió un mensaje a los aficionados pidiendo el respaldo para lo que resta de la Liga, indicando que “hoy necesitamos nosotros los jugadores ese positivismo, alegría, respeto, ilusión y fe, para salir adelante”. Los directivos para permitir la mayor presencia de aficionados, a pesar de la situación económica difícil, optaron por la asistencia de tres personas con una boleta, atendiendo el clamor porque se necesita llenar el estadio para motivar a los jugadores. Después de la goleada de Bucaramanga a Chicó 3-0, el cuadro opita podría este lunes por la fecha 16 y frente al Deportivo Pasto, asegurar la permanencia en la Liga Águila 2019 si logra un triunfo en el estadio Libertad. Es consciente el grupo de jugadores que el Huila depende de si y de nadie más para continuar en la máxima categoría la próxima temporada. Por ello en los días previos al compromiso el técnico encargado Dayron Pérez insistió en la importancia y trascendencia del compromiso y la manera como se debe enfrentar: “Hemos hablado mucho con los muchachos sobre la seriedad con que se debe enfrentar el partido y el rival. No es fácil jugar en Pasto, pero creo que tenemos los suficientes argumentos futbolísticos como para pensar en una victoria. Los dos equipos llegamos necesitados y el que cometa menos errores y capitalice las opciones que se generen se quedará con los puntos. Solo espero que nuestros muchachos sean aplicados al trabajo que preparamos y que entendamos que tenemos muchas cosas en juego y por ello debemos enfrentar el compromiso con seriedad durante los 90 minutos” Indicó el técnico antioqueño al servicio del Huila. Huila por disposición técnica no incluyó en la nómina viajera al delantero argentino Maximiliano Barreiro y al volante Edward López, mientras que por lesión en el posterior de la pierna derecha a última hora no fue incluido el lateral derecho Elacio Córdoba; su posición muy seguramente será ocupada por el vallecaucano Carlos Riascos. Todo apunta a que el volante girardoteño Ronaldo Tavera, seria inicialista frente al cuadro pastuso: “ Muy feliz de volver al equipo titular y poder aportar lo mío en esta parte final del campeonato. Sabemos lo que nos estamos jugando y vamos a entregarlo todo dentro de la cancha porque en lo único que pensamos en estos momentos es en sumar la mayor cantidad de puntos para mejorar en el promedio de 2019. Me agrada además volver a juntarme con un hombre como Michael Ordoñez con quien armamos una gran dupla en el primer semestre. Con él se hace muy fácil jugar al futbol, el un hombre con mucha claridad y sé que nos va a dar una gran ayuda en estos partidos finales” Sostuvo Tavera. Deportivo Pasto: Nahuel Losada, Arnol Palacios (Gilberto García), José Ortiz, Mairon Quiñonez (Luis Copete), Mauricio Casierra, Mateo García, Armando Vargas, Daniel Restrepo, Ederson Moreno, Brayan Lucumí, Darío Rodríguez. Atlético Huila: Geovanni Banguera; Carlos Riascos, Jean Pestaña, Eddie Segura, Luis Tipton; Harlin Suarez; Andrés Amaya, Ronaldo Tavera, Michael Ordoñez; Kevin Salazar y Diego Gómez o Deyman Cortes. RAMIRO ROSERO ARTEAGA Para EL TIEMPO Pasto. JOSÉ DIEGO CARDOZA Para EL TIEMPO Neiva Twitter:@jdiegodeporte ";deportes
274;Con sed de triunfo, Santa Fe recibe al Pasto en El Campín;El equipo bogotano fue eliminado de la Copa Colombia y Copa Suramericana.;Luego de un largo receso por las eliminatorias y la visita papal, este domingo en la noche el Deportivo Pasto se enfrenta en el estadio Nemesio Camacho de Bogotá a Independiente Santa Fe, el líder absoluto de la Liga. Durante las dos semanas, el equipo logró su recuperación de la mayoría de los jugadores, aunque la triste noticia se da por la lesión que sufrió Adalberto Goiri, jugador paraguayo, quien en los minutos que actuó, demostró un gran profesionalismo. El jugador, en uno de los entrenos del equipo, sufrió ruptura de ligamento cruzado anterior de su rodilla izquierda y quien por voluntad propia determinó renunciar al Deportivo Pasto, además de determinar que regresa a su país, para adelantar el proceso de la respectiva operación y su recuperación. El jugador al ser preguntado porque su determinación de renunciar, expresó que: “no le gusta ganarse la plata sentado por ello se va”, gesto que fue bien recibido en todos los estamentos al considerar que eso se llama: honestidad. Estará seis meses fuera de las canchas. Flabio Torres, el estratega pastuso, se muestra confiado en que el partido a jugar contra Independiente Santa Fe, será un encuentro de gran emotividad para los dos oncenos. Para los nariñenses, seguir sumando y tener la confianza de estar en la fiesta de los ocho, sumar en la reclasificación con miras a un cupo internacional  y para el conjunto capitalino, el confirmar el liderato que mantiene en el momento. Deportivo Pasto: Andrés Mosquera, Yonni Hinestroza, Félix García, Diego Peralta, Harrinson Canchimbo, Carlos Giraldo, Yesus Cabrera, Marcos Aguirre, Javier Reina, Cristian Dájome y Robin Ramírez. D.T.: Flabio Torres. Ramiro Rosero Para EL TIEMPO Pasto ;deportes
275;Santa Fe por un nuevo triunfo contra el colero: recibe a Rionegro;El equipo de Gregorio Pérez viene de perder en Liga 2-1 contra Bucaramanga.;"Solo faltan siete jornadas para el final del ‘todos contra todos’ en la Liga II-2017 y Santa Fe ya cumplió con clasificarse a los cuartos de final. Sin embargo, el conjunto bogotano sigue obligado a ganar cada partido pensando en la tabla de reclasificación. Por eso, hoy, a las 3:15 p. m., visita a Rionegro Águilas con la premisa de ganar los tres puntos. Esa reclasificación otorga un cupo al mejor clasificado, sin contar a Nacional, que ya ganó el título del primer semestre. La lucha es con el Medellín, que lo aventaja por cinco puntos; en la última fecha, Santa Fe perdió la oportunidad de recortar distancias, tras caer con Bucaramanga. “Tenemos que seguir peleando y no podemos darnos el lujo de perder puntos. Así sea un punto debimos haber sumado en la fecha anterior.. .Las cosas no se dieron y hay que ir a Rionegro a rescatar una victoria. Tenemos convicción de poder lograrlo, aunque respetamos a las Águilas” . Nuevamente, como se está volviendo costumbre en las filas santafereñas, el equipo tendrá bajas por lesión: a J uan Daniel Roa y Omar Pérez, lesionados hace dos semanas, se unió Juan David Valencia , quien se perderá de la competencia por los menos un par de fechas. Además, no se ha habilitado a Víctor Giraldo. La buena noticia es que se unió al equipo viajero José David Moya; el defensor central no será titular, pero va cogiendo confianza para jugar. “Hemos venido superando todo tipo de adversidades a lo largo del semestre, así que no estamos para lamentarnos o quejarnos. Así se han dado las cosas y nuestra misión es tener un grupo competitivo ante cada partido . Además el grupo ha mostrado una gran voluntad y estamos confiados de ir a Rionegro y hacer una buena presentación”, aseguró el DT uruguayo Gregorio Pérez. El equipo antioqueño está a 22 puntos de distancia del conjunto capitalino, no obstante, la mentalidad del equipo que dirige el técnico Edison Umaña es la de hacerle frente y quedarse con los puntos en juego. “El sábado va a ser una bonita oportunidad para darle a nuesta familia y a los seguidores una alegría. Sabemos que Santa Fe está adelante, muy lejos en la punta, mientras que nosotros en el último lugar, sin embargo, vamos a salir a hacer nuestro juego, queremos dejar los tres puntos en casa que nos motivarán a seguir en alza ”, manifestó el volante Dany Cure. Su compañero Daniel Muñoz, entretanto, expresó que llegar a la fecha 14 luego de una victoria contra Medellín los llena de confianza: “Nos aumenta la fe y la confianza en nosotros mismos. Contra Medellín jugamos muy bien, esperamos repetir o hacer las cosas muchísimo mejor este sábado. Queremos seguir sumando. La victoria pasada le vino muy bien al equipo, antes creábamos opciones pero esta vez las logramos concretar”, agregó Cure. Felipe Chará, de igual forma, confirmó el buen ambiente que se vive dentro de Rionegro y expresó las expectativas que tiene contra Santa Fe: “Santa Fe tiene un cuerpo técnico que analiza muy bien los rivales, aplica un juego aéreo preciso y causa mucho peligro con las pelotas quietas. Además, tiene hombres muy rápidos en la zona ofensiva, los tenemos que tener muy bien referenciados, no podemos darle espacios”, confesó Chará. Entretanto, el equipo antioqueño cuenta con buena salud y a excepción de John Javier Restrepo, que continúa en proceso de fisioterapia, el plantel está a disposición del cuerpo técnico. La principal novedad para este compromiso será la ausencia de Charles Monsalvo, suspendido. En su lugar estará Harold Rivera. Santa Fe: Leandro Castellanos, Carlos Arboleda, Javier López, William Tesillo, Santiago Erazo, Sebastián Salazar, Yeison Gordillo, Baldomero Perlaza, Dairon Mosquera, Anderson Plata y Yámilson Rivera. DT: Gregorio Pérez. Rionegro Águilas: Roque Cardozo; Daniel Muñoz, Camilo Pérez, Fernei Ibargüen y Álvaro Angulo; Juan Giraldo, Felipe Chará; Daniel Hernández, Dany Cure; Harold Rivera y Agustín Vuletich. D.T.: Diego Édison Umaña. ESTEBAN TORRES ARBELÁEZ Para EL TIEMPO Rionegro ";deportes
276;"Tolima, a afianzarse en la punta; Nacional, a no ceder más terreno";Los finalistas del primer semestre del 2018 de la Liga se enfrentan este miércoles, en Ibagué.;Un partido que ha tomado notoriedad los últimos años para la afición Pijao y que aún tiene fresco el recuerdo del título que alcanzó Deportes Tolima ante Atlético Nacional hace nueve meses, se jugará este miércoles como adelanto de la fecha 13 de la Liga a partir de las 8:15 ;deportes
